customer_id,gender,age,city,signup_date,order_id,order_date,restaurant_name,dish_name,category,quantity,price,payment_method,order_frequency,last_order_date,loyalty_points,churned,rating,rating_date,delivery_status,revenue
C2221,Male,Senior,Lahore,2024-09-27,O6221,2023-10-02,Burger King,Sandwich,Dessert,2,859.16,Cash,18,2025-08-20,107,Active,2,2025-07-14,Cancelled,1718.32
C3022,Other,Adult,Islamabad,2024-03-25,O7022,2023-10-02,Pizza Hut,Burger,Fast Food,4,788.71,Card,27,2025-03-12,166,Inactive,1,2025-02-19,Delivered,3154.84
C3098,Male,Teenager,Karachi,2024-11-14,O7098,2023-10-03,Burger King,Burger,Continental,1,1479.44,Wallet,15,2024-11-18,268,Active,3,2025-01-27,Cancelled,1479.44
C5077,Male,Adult,Multan,2024-01-16,O9077,2023-10-03,Subway,Pasta,Italian,5,1232.59,Cash,49,2024-10-30,43,Active,3,2025-01-21,Delayed,6162.95
C5812,Male,Adult,Multan,2024-02-07,O9812,2023-10-03,Subway,Burger,Fast Food,5,918.17,Card,30,2025-04-30,347,Inactive,3,2025-05-27,Delayed,4590.85
C6928,Other,Adult,Lahore,2024-05-14,O10928,2023-10-03,Burger King,Fries,Chinese,5,413.8,Cash,43,2025-05-27,105,Active,3,2024-11-23,Delivered,2069.0
C6696,Other,Senior,Karachi,2024-05-15,O10696,2023-10-03,Subway,Sandwich,Dessert,5,1184.79,Cash,35,2024-11-09,315,Inactive,5,2025-05-30,Delayed,5923.95
C1173,Male,Teenager,Multan,2024-08-22,O5173,2023-10-04,Burger King,Pizza,Italian,3,341.1,Wallet,1,2025-05-15,183,Inactive,4,2024-11-10,Delayed,1023.3
C3851,Other,Adult,Islamabad,2024-11-22,O7851,2023-10-04,Pizza Hut,Burger,Dessert,5,1461.61,Cash,15,2025-01-16,231,Active,1,2025-02-08,Delayed,7308.05
C2178,Other,Adult,Peshawar,2023-10-22,O6178,2023-10-04,McDonald's,Fries,Chinese,5,457.3,Card,5,2025-06-06,458,Active,3,2025-05-20,Cancelled,2286.5
C6061,Male,Teenager,Multan,2024-07-20,O10061,2023-10-04,McDonald's,Pasta,Dessert,2,863.59,Wallet,36,2025-03-27,120,Inactive,4,2025-04-13,Delivered,1727.18
C5419,Male,Teenager,Lahore,2024-09-22,O9419,2023-10-04,Pizza Hut,Fries,Italian,5,693.72,Wallet,22,2025-06-09,59,Inactive,2,2025-01-30,Delayed,3468.6
C2162,Female,Senior,Lahore,2024-03-12,O6162,2023-10-04,Pizza Hut,Burger,Chinese,1,1409.53,Cash,25,2025-06-07,329,Inactive,5,2025-07-27,Cancelled,1409.53
C4286,Female,Teenager,Lahore,2024-10-23,O8286,2023-10-04,KFC,Pasta,Fast Food,3,1003.16,Wallet,23,2025-03-26,210,Active,1,2024-11-28,Delayed,3009.48
C1180,Male,Teenager,Karachi,2024-05-24,O5180,2023-10-04,Burger King,Pizza,Fast Food,2,837.52,Wallet,32,2024-10-27,268,Inactive,4,2025-02-04,Cancelled,1675.04
C6192,Female,Adult,Multan,2024-01-13,O10192,2023-10-05,McDonald's,Burger,Fast Food,5,1067.86,Cash,41,2024-08-27,164,Inactive,1,2025-05-08,Delivered,5339.3
C3598,Female,Senior,Karachi,2025-03-19,O7598,2023-10-05,Burger King,Sandwich,Fast Food,4,658.8,Wallet,10,2025-08-15,19,Active,3,2025-08-09,Cancelled,2635.2
C5317,Male,Adult,Islamabad,2025-02-22,O9317,2023-10-05,Burger King,Burger,Continental,3,1352.38,Cash,47,2025-04-20,352,Active,5,2025-07-28,Cancelled,4057.14
C6935,Other,Senior,Islamabad,2025-03-09,O10935,2023-10-05,McDonald's,Burger,Chinese,5,239.8,Wallet,9,2025-06-30,79,Inactive,5,2024-11-15,Delivered,1199.0
C1574,Female,Teenager,Lahore,2024-10-06,O5574,2023-10-05,Pizza Hut,Pasta,Continental,5,352.94,Wallet,25,2025-02-26,492,Inactive,4,2025-06-27,Delivered,1764.7
C4758,Other,Senior,Multan,2025-03-30,O8758,2023-10-05,Burger King,Pasta,Chinese,2,1353.28,Wallet,10,2025-05-30,175,Active,5,2025-04-16,Cancelled,2706.56
C3948,Female,Adult,Karachi,2023-09-08,O7948,2023-10-05,KFC,Fries,Continental,3,307.64,Card,37,2025-01-09,17,Active,2,2025-05-02,Delivered,922.92
C3161,Male,Adult,Islamabad,2024-09-24,O7161,2023-10-06,McDonald's,Pasta,Italian,5,468.95,Wallet,16,2025-06-04,355,Inactive,5,2025-06-23,Cancelled,2344.75
C2902,Other,Teenager,Islamabad,2025-02-04,O6902,2023-10-06,Burger King,Pasta,Continental,2,242.87,Wallet,7,2025-02-26,267,Active,2,2025-03-18,Delivered,485.74
C6515,Female,Teenager,Multan,2025-01-05,O10515,2023-10-06,Subway,Pizza,Italian,4,197.71,Cash,20,2025-04-02,140,Inactive,3,2024-09-06,Delivered,790.84
C6240,Other,Teenager,Lahore,2025-02-01,O10240,2023-10-06,Pizza Hut,Pizza,Italian,2,1399.34,Cash,31,2025-07-25,314,Active,2,2025-07-30,Cancelled,2798.68
C6829,Other,Teenager,Islamabad,2024-06-11,O10829,2023-10-06,Burger King,Burger,Continental,3,1257.67,Card,48,2025-03-29,252,Active,1,2024-10-25,Delivered,3773.01
C3616,Male,Senior,Karachi,2024-05-16,O7616,2023-10-06,McDonald's,Fries,Italian,5,1111.88,Wallet,1,2024-11-05,202,Inactive,5,2025-06-23,Delayed,5559.4
C3250,Female,Teenager,Peshawar,2024-11-22,O7250,2023-10-06,Burger King,Pasta,Dessert,2,1480.26,Card,37,2024-12-11,332,Inactive,4,2024-09-06,Delayed,2960.52
C2082,Male,Senior,Peshawar,2025-02-09,O6082,2023-10-06,Burger King,Sandwich,Continental,5,1351.93,Wallet,34,2025-07-09,90,Active,3,2024-09-11,Delivered,6759.65
C3761,Other,Adult,Multan,2024-05-09,O7761,2023-10-06,McDonald's,Pasta,Continental,2,743.12,Cash,34,2025-03-14,184,Active,2,2025-04-22,Delayed,1486.24
C3347,Other,Teenager,Islamabad,2024-11-28,O7347,2023-10-07,Burger King,Pasta,Chinese,2,1014.57,Wallet,39,2024-12-26,300,Inactive,2,2024-11-17,Delayed,2029.14
C5677,Male,Adult,Multan,2023-12-11,O9677,2023-10-07,Burger King,Pizza,Continental,3,489.92,Wallet,7,2025-06-06,363,Active,2,2024-09-23,Delayed,1469.76
C5683,Female,Teenager,Peshawar,2024-09-21,O9683,2023-10-07,KFC,Sandwich,Continental,4,1182.82,Cash,12,2025-08-02,252,Active,3,2025-06-19,Delivered,4731.28
C6559,Other,Senior,Karachi,2023-09-14,O10559,2023-10-07,KFC,Burger,Chinese,1,1404.83,Cash,45,2024-12-31,31,Active,5,2025-08-16,Delayed,1404.83
C6751,Other,Adult,Lahore,2025-03-24,O10751,2023-10-07,Pizza Hut,Pizza,Chinese,3,1269.92,Cash,43,2025-08-06,82,Active,2,2025-05-03,Cancelled,3809.76
C3748,Female,Senior,Karachi,2024-12-08,O7748,2023-10-07,Pizza Hut,Pizza,Fast Food,1,321.34,Wallet,22,2025-04-21,29,Active,2,2024-10-16,Delivered,321.34
C5441,Female,Adult,Karachi,2023-09-02,O9441,2023-10-07,Subway,Sandwich,Continental,1,504.21,Wallet,37,2025-02-21,467,Active,5,2024-12-07,Delayed,504.21
C6354,Male,Adult,Lahore,2024-06-28,O10354,2023-10-07,Pizza Hut,Sandwich,Continental,1,353.12,Wallet,49,2025-04-26,20,Active,4,2025-01-29,Delayed,353.12
C5314,Female,Senior,Islamabad,2024-11-12,O9314,2023-10-08,Burger King,Pasta,Dessert,2,1366.0,Card,35,2025-08-16,436,Inactive,4,2025-01-09,Delivered,2732.0
C5583,Male,Senior,Islamabad,2024-01-26,O9583,2023-10-08,Burger King,Pizza,Fast Food,5,268.56,Cash,37,2024-10-20,281,Active,1,2024-10-24,Cancelled,1342.8
C5395,Male,Senior,Islamabad,2024-06-05,O9395,2023-10-08,McDonald's,Sandwich,Chinese,2,906.01,Card,16,2024-11-03,387,Inactive,3,2025-04-09,Delivered,1812.02
C6315,Male,Senior,Karachi,2024-04-25,O10315,2023-10-08,Subway,Sandwich,Chinese,5,914.58,Cash,11,2024-10-23,500,Inactive,5,2025-01-25,Cancelled,4572.9
C5516,Other,Senior,Multan,2024-10-29,O9516,2023-10-09,Subway,Pasta,Italian,2,948.7,Cash,14,2025-06-22,221,Active,1,2024-12-17,Delayed,1897.4
C6537,Female,Senior,Multan,2024-10-18,O10537,2023-10-09,Subway,Pizza,Dessert,5,623.82,Wallet,28,2024-12-19,419,Active,1,2025-06-22,Delivered,3119.1
C1347,Female,Adult,Peshawar,2024-10-27,O5347,2023-10-09,Burger King,Pizza,Fast Food,1,1165.15,Wallet,45,2025-03-18,90,Active,5,2024-12-13,Delayed,1165.15
C5138,Female,Adult,Karachi,2025-01-18,O9138,2023-10-09,KFC,Pizza,Chinese,5,1175.72,Card,38,2025-05-08,68,Inactive,1,2025-06-21,Cancelled,5878.6
C3878,Female,Senior,Peshawar,2024-12-02,O7878,2023-10-09,Pizza Hut,Fries,Italian,4,722.13,Wallet,18,2025-03-24,390,Active,2,2025-02-23,Delivered,2888.52
C4834,Male,Senior,Multan,2024-08-01,O8834,2023-10-09,Pizza Hut,Pizza,Continental,2,387.95,Cash,2,2025-02-18,482,Active,2,2025-06-15,Cancelled,775.9
C1606,Female,Teenager,Multan,2023-12-06,O5606,2023-10-09,Subway,Fries,Fast Food,5,374.54,Cash,26,2024-10-24,442,Active,1,2025-02-27,Delayed,1872.7
C6809,Female,Teenager,Islamabad,2025-04-12,O10809,2023-10-09,Burger King,Fries,Continental,4,363.5,Cash,11,2025-08-08,310,Active,4,2025-05-02,Delivered,1454.0
C1801,Female,Senior,Karachi,2024-01-06,O5801,2023-10-09,McDonald's,Burger,Italian,4,292.59,Card,11,2025-02-09,105,Inactive,3,2025-06-03,Delayed,1170.36
C1486,Other,Teenager,Lahore,2023-10-26,O5486,2023-10-09,Pizza Hut,Pizza,Fast Food,1,1474.28,Card,34,2025-07-28,249,Active,4,2025-04-21,Delivered,1474.28
C3880,Other,Senior,Lahore,2023-12-02,O7880,2023-10-10,Burger King,Pizza,Fast Food,1,1448.45,Card,45,2025-08-09,138,Inactive,1,2024-12-26,Delayed,1448.45
C6970,Male,Senior,Karachi,2024-10-29,O10970,2023-10-10,KFC,Pizza,Fast Food,3,1016.59,Wallet,32,2025-01-21,373,Inactive,5,2025-04-21,Cancelled,3049.77
C4965,Other,Adult,Karachi,2024-05-13,O8965,2023-10-10,Pizza Hut,Fries,Dessert,4,740.92,Wallet,13,2025-05-29,311,Active,4,2025-07-06,Cancelled,2963.68
C2400,Male,Teenager,Lahore,2023-09-02,O6400,2023-10-10,Burger King,Pasta,Chinese,4,911.26,Cash,48,2025-07-28,221,Active,1,2025-06-14,Delivered,3645.04
C3563,Other,Senior,Lahore,2024-04-15,O7563,2023-10-10,Burger King,Sandwich,Italian,2,378.24,Card,34,2024-10-01,490,Inactive,3,2025-04-09,Delayed,756.48
C6520,Other,Adult,Peshawar,2024-08-25,O10520,2023-10-10,McDonald's,Pizza,Continental,4,408.34,Card,37,2025-06-11,182,Active,1,2025-07-30,Cancelled,1633.36
C2380,Male,Teenager,Islamabad,2025-01-05,O6380,2023-10-10,KFC,Burger,Dessert,5,1323.45,Wallet,43,2025-01-11,223,Inactive,5,2024-10-17,Delayed,6617.25
C2210,Female,Teenager,Lahore,2023-10-07,O6210,2023-10-10,McDonald's,Burger,Chinese,4,632.66,Cash,14,2025-03-07,127,Active,5,2025-05-05,Cancelled,2530.64
C2651,Other,Adult,Islamabad,2025-02-13,O6651,2023-10-11,Subway,Pasta,Continental,3,569.69,Card,2,2025-06-19,485,Inactive,4,2025-02-11,Delayed,1709.07
C2560,Male,Senior,Multan,2024-12-10,O6560,2023-10-11,KFC,Pasta,Continental,5,130.33,Wallet,17,2025-07-06,283,Inactive,2,2025-05-04,Cancelled,651.65
C3530,Other,Teenager,Islamabad,2025-05-22,O7530,2023-10-11,KFC,Pizza,Dessert,2,1355.58,Cash,4,2025-07-11,428,Inactive,3,2024-12-10,Delayed,2711.16
C6563,Other,Senior,Islamabad,2023-08-22,O10563,2023-10-11,Pizza Hut,Pasta,Continental,5,954.89,Wallet,5,2024-12-17,311,Inactive,1,2024-11-26,Cancelled,4774.45
C2732,Female,Senior,Lahore,2024-12-22,O6732,2023-10-12,Pizza Hut,Sandwich,Dessert,2,863.87,Card,37,2025-07-16,428,Inactive,4,2025-03-10,Delivered,1727.74
C1041,Female,Adult,Multan,2023-12-26,O5041,2023-10-12,KFC,Pasta,Italian,5,1036.39,Wallet,10,2024-09-19,108,Active,2,2024-08-24,Delayed,5181.95
C1832,Male,Adult,Islamabad,2024-09-02,O5832,2023-10-12,Subway,Sandwich,Dessert,3,1420.4,Wallet,49,2024-12-08,250,Active,1,2025-07-31,Delayed,4261.2
C2513,Male,Senior,Lahore,2024-08-09,O6513,2023-10-12,Pizza Hut,Fries,Chinese,5,844.54,Wallet,50,2025-03-29,121,Inactive,5,2024-12-09,Cancelled,4222.7
C2004,Male,Adult,Lahore,2024-02-27,O6004,2023-10-12,McDonald's,Pasta,Italian,5,1187.55,Wallet,16,2024-12-12,364,Active,2,2025-06-11,Delivered,5937.75
C1543,Male,Adult,Islamabad,2024-09-25,O5543,2023-10-12,McDonald's,Sandwich,Continental,1,1059.59,Card,45,2025-04-02,275,Active,3,2024-10-07,Cancelled,1059.59
C5470,Female,Teenager,Lahore,2024-09-01,O9470,2023-10-12,Pizza Hut,Pizza,Chinese,3,397.24,Cash,17,2024-09-03,297,Active,3,2024-12-20,Cancelled,1191.72
C6966,Male,Adult,Islamabad,2024-04-24,O10966,2023-10-12,Burger King,Fries,Continental,3,282.79,Cash,44,2025-07-06,136,Inactive,3,2025-02-25,Delayed,848.37
C6638,Male,Adult,Islamabad,2025-02-24,O10638,2023-10-12,KFC,Burger,Dessert,1,473.6,Wallet,35,2025-04-10,378,Inactive,1,2025-06-23,Delayed,473.6
C5141,Other,Adult,Islamabad,2025-03-25,O9141,2023-10-13,McDonald's,Sandwich,Chinese,5,1005.28,Wallet,36,2025-04-30,339,Active,2,2025-07-27,Cancelled,5026.4
C2141,Male,Senior,Multan,2025-04-01,O6141,2023-10-13,KFC,Fries,Chinese,5,1069.32,Wallet,9,2025-06-01,291,Active,4,2025-08-14,Delayed,5346.6
C2118,Other,Teenager,Karachi,2024-09-19,O6118,2023-10-13,Pizza Hut,Sandwich,Continental,4,802.55,Card,38,2025-06-11,125,Active,2,2025-03-18,Delivered,3210.2
C2640,Female,Teenager,Islamabad,2024-09-01,O6640,2023-10-13,Subway,Pasta,Dessert,1,685.31,Wallet,31,2025-06-01,50,Active,5,2025-08-06,Cancelled,685.31
C3651,Female,Teenager,Karachi,2023-09-02,O7651,2023-10-13,KFC,Pizza,Continental,4,1189.0,Cash,4,2025-02-15,163,Active,4,2025-03-20,Delivered,4756.0
C5612,Other,Teenager,Peshawar,2023-12-24,O9612,2023-10-13,Burger King,Fries,Fast Food,3,708.99,Wallet,50,2024-10-26,212,Inactive,5,2025-07-14,Delivered,2126.97
C6709,Female,Adult,Multan,2024-02-07,O10709,2023-10-13,McDonald's,Burger,Fast Food,2,488.25,Cash,42,2025-01-26,459,Active,1,2024-12-09,Delivered,976.5
C5600,Female,Teenager,Peshawar,2023-08-29,O9600,2023-10-13,Pizza Hut,Pasta,Chinese,2,1104.81,Cash,49,2025-02-18,343,Inactive,2,2024-12-18,Cancelled,2209.62
C5789,Female,Teenager,Karachi,2024-12-23,O9789,2023-10-13,McDonald's,Pizza,Continental,2,817.18,Cash,15,2025-08-01,417,Inactive,2,2025-02-16,Delayed,1634.36
C2779,Female,Teenager,Lahore,2024-09-07,O6779,2023-10-13,McDonald's,Fries,Dessert,2,1397.6,Card,31,2025-04-30,8,Inactive,3,2025-07-21,Cancelled,2795.2
C1974,Female,Adult,Multan,2024-12-23,O5974,2023-10-14,McDonald's,Pizza,Dessert,2,308.94,Cash,47,2025-04-18,429,Active,3,2025-07-06,Delayed,617.88
C3394,Male,Senior,Peshawar,2024-08-25,O7394,2023-10-14,Subway,Pasta,Italian,3,1295.91,Wallet,50,2025-08-03,424,Active,5,2025-07-27,Cancelled,3887.73
C2134,Other,Teenager,Peshawar,2025-02-16,O6134,2023-10-14,KFC,Sandwich,Italian,4,617.77,Card,12,2025-05-07,284,Inactive,1,2025-01-06,Delivered,2471.08
C4826,Male,Teenager,Islamabad,2025-07-13,O8826,2023-10-14,Burger King,Burger,Fast Food,2,1451.72,Card,45,2025-08-09,38,Inactive,5,2025-08-12,Delivered,2903.44
C3265,Female,Teenager,Islamabad,2024-11-15,O7265,2023-10-14,Subway,Sandwich,Italian,5,564.16,Wallet,14,2025-01-03,379,Inactive,2,2025-04-06,Delayed,2820.8
C3680,Other,Adult,Karachi,2024-01-05,O7680,2023-10-15,KFC,Sandwich,Fast Food,2,1368.1,Cash,32,2024-10-22,205,Inactive,1,2024-11-05,Cancelled,2736.2
C6140,Male,Adult,Peshawar,2024-03-07,O10140,2023-10-15,Pizza Hut,Pasta,Chinese,3,1060.39,Cash,48,2025-02-13,381,Active,3,2025-01-04,Delivered,3181.17
C2388,Male,Teenager,Multan,2024-05-02,O6388,2023-10-15,Burger King,Pizza,Fast Food,4,1019.58,Wallet,30,2024-10-11,92,Inactive,2,2025-07-04,Delivered,4078.32
C5024,Male,Teenager,Islamabad,2024-11-19,O9024,2023-10-15,Pizza Hut,Fries,Dessert,3,229.14,Card,24,2025-07-26,248,Active,5,2025-02-05,Delivered,687.42
C4940,Other,Senior,Multan,2023-12-19,O8940,2023-10-15,Subway,Burger,Dessert,2,923.74,Cash,40,2025-03-19,118,Inactive,3,2024-10-30,Cancelled,1847.48
C5746,Female,Adult,Lahore,2024-07-15,O9746,2023-10-15,Pizza Hut,Burger,Italian,3,239.36,Card,25,2025-04-25,331,Inactive,2,2024-08-21,Delivered,718.08
C6394,Other,Senior,Peshawar,2024-10-20,O10394,2023-10-16,Pizza Hut,Pizza,Fast Food,1,433.41,Card,21,2025-05-31,230,Inactive,5,2024-11-13,Delayed,433.41
C4061,Other,Teenager,Islamabad,2025-01-02,O8061,2023-10-16,Subway,Pizza,Italian,2,1242.0,Card,8,2025-05-21,251,Active,4,2025-01-23,Delayed,2484.0
C6697,Male,Adult,Lahore,2024-12-07,O10697,2023-10-16,McDonald's,Sandwich,Dessert,1,1411.95,Card,17,2025-03-15,138,Active,1,2024-09-13,Cancelled,1411.95
C1901,Female,Teenager,Multan,2024-07-22,O5901,2023-10-16,KFC,Sandwich,Italian,5,328.98,Cash,31,2025-08-18,200,Active,5,2025-04-10,Delayed,1644.9
C1912,Female,Senior,Peshawar,2024-10-28,O5912,2023-10-16,Subway,Pasta,Continental,4,1153.33,Card,35,2025-01-26,423,Inactive,3,2025-03-07,Cancelled,4613.32
C5983,Male,Senior,Karachi,2023-10-05,O9983,2023-10-16,Burger King,Pasta,Dessert,1,408.56,Wallet,24,2025-06-08,344,Inactive,1,2025-06-29,Delayed,408.56
C3159,Female,Teenager,Karachi,2025-03-03,O7159,2023-10-16,Pizza Hut,Burger,Continental,2,1019.81,Card,30,2025-03-07,191,Active,3,2025-03-12,Delayed,2039.62
C5016,Other,Senior,Lahore,2024-06-18,O9016,2023-10-16,KFC,Burger,Chinese,1,637.28,Cash,41,2025-07-30,81,Inactive,3,2025-01-15,Delivered,637.28
C2384,Female,Teenager,Lahore,2024-04-25,O6384,2023-10-16,Pizza Hut,Pizza,Chinese,5,1255.63,Cash,15,2024-09-04,323,Inactive,2,2025-06-24,Delivered,6278.15
C1865,Other,Senior,Peshawar,2024-09-27,O5865,2023-10-16,Burger King,Pasta,Continental,3,189.51,Cash,3,2024-11-22,173,Inactive,1,2025-03-19,Delivered,568.53
C1857,Other,Adult,Islamabad,2023-11-13,O5857,2023-10-16,Pizza Hut,Fries,Chinese,4,963.94,Cash,32,2024-10-23,146,Inactive,3,2025-07-30,Delayed,3855.76
C3053,Female,Adult,Islamabad,2025-02-20,O7053,2023-10-16,Pizza Hut,Burger,Chinese,4,573.06,Wallet,14,2025-06-13,72,Active,2,2024-10-15,Delayed,2292.24
C5537,Female,Senior,Lahore,2023-11-16,O9537,2023-10-16,Pizza Hut,Pasta,Dessert,5,731.14,Wallet,16,2025-01-09,447,Inactive,1,2024-10-31,Delayed,3655.7
C2446,Male,Adult,Peshawar,2024-03-25,O6446,2023-10-16,Pizza Hut,Pasta,Chinese,2,1297.06,Card,24,2025-08-16,116,Active,1,2024-12-11,Delivered,2594.12
C4667,Male,Senior,Karachi,2025-03-03,O8667,2023-10-16,McDonald's,Burger,Dessert,1,179.23,Card,50,2025-08-18,412,Active,2,2025-02-10,Delayed,179.23
C3980,Male,Adult,Multan,2025-05-16,O7980,2023-10-16,Pizza Hut,Pasta,Italian,1,1393.3,Cash,10,2025-06-06,84,Inactive,5,2025-04-03,Delayed,1393.3
C1764,Male,Senior,Islamabad,2024-07-16,O5764,2023-10-16,Burger King,Sandwich,Chinese,5,154.1,Card,37,2024-11-10,439,Inactive,1,2024-11-05,Delayed,770.5
C1054,Male,Senior,Peshawar,2024-05-28,O5054,2023-10-17,McDonald's,Burger,Chinese,2,1456.87,Wallet,8,2025-07-08,264,Active,1,2025-05-20,Cancelled,2913.74
C4769,Male,Senior,Lahore,2024-08-02,O8769,2023-10-17,Burger King,Fries,Italian,4,490.51,Cash,43,2025-03-03,102,Inactive,4,2025-05-24,Cancelled,1962.04
C4324,Other,Teenager,Karachi,2024-02-03,O8324,2023-10-17,KFC,Fries,Fast Food,3,234.84,Cash,21,2024-09-27,377,Active,3,2025-03-05,Delivered,704.52
C5291,Male,Adult,Multan,2023-09-18,O9291,2023-10-17,Pizza Hut,Sandwich,Italian,1,716.46,Card,11,2024-11-15,145,Inactive,5,2025-03-04,Delivered,716.46
C5859,Other,Senior,Multan,2024-03-06,O9859,2023-10-17,McDonald's,Pizza,Italian,4,421.4,Cash,28,2024-09-17,182,Inactive,4,2024-10-04,Delivered,1685.6
C3457,Other,Teenager,Islamabad,2024-03-08,O7457,2023-10-17,Burger King,Pizza,Dessert,4,535.23,Card,50,2024-10-03,285,Active,3,2025-06-06,Cancelled,2140.92
C6780,Female,Adult,Karachi,2024-09-21,O10780,2023-10-17,Pizza Hut,Sandwich,Italian,2,838.2,Card,28,2025-05-24,366,Inactive,3,2024-08-26,Delivered,1676.4
C1779,Female,Teenager,Lahore,2024-05-16,O5779,2023-10-17,Subway,Fries,Fast Food,4,693.04,Wallet,13,2025-07-29,452,Active,2,2024-09-26,Delayed,2772.16
C1096,Male,Senior,Lahore,2023-09-29,O5096,2023-10-18,Subway,Pasta,Fast Food,5,1321.4,Card,20,2025-02-28,482,Active,5,2024-12-14,Delayed,6607.0
C5344,Male,Teenager,Multan,2024-08-24,O9344,2023-10-18,Subway,Fries,Dessert,2,1302.76,Cash,29,2025-03-06,410,Inactive,4,2025-07-21,Delayed,2605.52
C1985,Female,Adult,Multan,2024-09-08,O5985,2023-10-18,Burger King,Pasta,Dessert,2,623.28,Cash,38,2025-01-05,313,Active,1,2024-09-13,Delivered,1246.56
C3226,Other,Senior,Lahore,2025-03-17,O7226,2023-10-18,KFC,Pasta,Italian,4,1350.64,Cash,45,2025-04-16,257,Inactive,3,2024-12-24,Delayed,5402.56
C1826,Other,Senior,Peshawar,2025-01-11,O5826,2023-10-19,KFC,Fries,Dessert,5,709.05,Cash,50,2025-05-15,330,Inactive,5,2024-10-03,Delivered,3545.25
C1664,Male,Teenager,Peshawar,2025-03-03,O5664,2023-10-19,McDonald's,Sandwich,Dessert,5,166.46,Card,36,2025-03-28,274,Active,1,2025-01-13,Cancelled,832.3
C4186,Male,Senior,Multan,2025-02-08,O8186,2023-10-19,McDonald's,Pasta,Fast Food,1,1034.47,Cash,44,2025-03-30,116,Inactive,4,2024-10-29,Delayed,1034.47
C3999,Male,Teenager,Karachi,2024-03-04,O7999,2023-10-19,KFC,Pasta,Italian,1,503.13,Cash,15,2024-09-19,85,Active,2,2025-07-23,Delivered,503.13
C1050,Other,Adult,Islamabad,2024-11-05,O5050,2023-10-19,KFC,Fries,Chinese,1,923.65,Cash,34,2025-03-03,156,Inactive,5,2024-10-11,Delayed,923.65
C1763,Male,Adult,Karachi,2025-05-28,O5763,2023-10-19,Burger King,Burger,Fast Food,2,839.66,Card,7,2025-05-30,424,Active,1,2025-01-01,Delayed,1679.32
C2477,Female,Senior,Islamabad,2025-05-17,O6477,2023-10-19,Subway,Sandwich,Chinese,3,1319.53,Card,44,2025-05-20,129,Inactive,2,2024-10-03,Cancelled,3958.59
C5246,Female,Senior,Multan,2024-11-10,O9246,2023-10-19,McDonald's,Pasta,Chinese,4,221.81,Card,39,2025-05-15,420,Inactive,4,2024-09-14,Cancelled,887.24
C1017,Female,Senior,Peshawar,2025-02-03,O5017,2023-10-19,McDonald's,Pasta,Dessert,3,707.54,Card,22,2025-07-26,127,Active,4,2025-03-10,Cancelled,2122.62
C6156,Female,Teenager,Multan,2024-07-29,O10156,2023-10-19,McDonald's,Pasta,Chinese,5,1372.76,Card,42,2024-11-03,448,Active,4,2025-02-27,Delayed,6863.8
C2266,Female,Senior,Lahore,2025-02-15,O6266,2023-10-19,McDonald's,Sandwich,Italian,3,1253.72,Wallet,49,2025-07-17,260,Active,2,2024-10-09,Delayed,3761.16
C1661,Female,Teenager,Islamabad,2025-03-31,O5661,2023-10-19,KFC,Pasta,Chinese,2,740.65,Card,8,2025-05-01,223,Active,3,2025-05-29,Cancelled,1481.3
C5074,Male,Senior,Karachi,2024-01-04,O9074,2023-10-19,Pizza Hut,Burger,Continental,2,1029.96,Wallet,50,2024-12-24,439,Active,5,2025-03-04,Delayed,2059.92
C5975,Male,Senior,Peshawar,2023-09-29,O9975,2023-10-19,McDonald's,Sandwich,Dessert,1,288.03,Wallet,15,2025-02-23,369,Inactive,4,2025-06-01,Delayed,288.03
C1331,Female,Adult,Multan,2024-03-27,O5331,2023-10-20,Burger King,Fries,Dessert,4,1196.17,Card,17,2025-02-10,452,Active,3,2025-03-11,Cancelled,4784.68
C1933,Male,Adult,Lahore,2023-09-01,O5933,2023-10-20,McDonald's,Pasta,Continental,1,1103.76,Cash,36,2025-04-20,207,Active,4,2025-06-11,Cancelled,1103.76
C6077,Female,Teenager,Islamabad,2025-01-27,O10077,2023-10-20,Burger King,Pizza,Fast Food,4,1307.57,Wallet,12,2025-06-24,102,Active,2,2024-08-29,Cancelled,5230.28
C3231,Other,Adult,Peshawar,2024-01-26,O7231,2023-10-20,Burger King,Fries,Italian,4,137.6,Cash,6,2025-02-20,140,Active,1,2024-11-19,Delayed,550.4
C1114,Female,Teenager,Karachi,2023-12-17,O5114,2023-10-20,Pizza Hut,Pizza,Continental,5,149.23,Cash,1,2025-08-10,212,Inactive,1,2024-09-30,Cancelled,746.15
C6889,Other,Adult,Multan,2024-05-15,O10889,2023-10-20,Subway,Burger,Continental,3,700.13,Cash,28,2025-04-08,348,Inactive,3,2024-09-05,Cancelled,2100.39
C3702,Other,Senior,Karachi,2024-08-27,O7702,2023-10-20,KFC,Sandwich,Italian,3,1466.23,Card,42,2024-12-03,488,Inactive,4,2024-11-10,Delivered,4398.69
C4539,Other,Adult,Peshawar,2024-05-21,O8539,2023-10-21,Subway,Pasta,Chinese,1,1425.71,Card,18,2025-02-23,26,Active,4,2025-06-10,Delayed,1425.71
C5751,Other,Adult,Karachi,2024-09-14,O9751,2023-10-21,Burger King,Pizza,Fast Food,3,557.9,Cash,20,2025-04-27,265,Inactive,5,2025-06-22,Delayed,1673.7
